Player,Nation,Position,Team,Age,Weekly,Annual
Jean-Ricner Bellegarde,FRA,"MF,FW",Wolves,28.21550583137458,39292.61633791666,2016000.071039262
Sasa Kalajdzic,AUT,CF,Wolves,28.43275896865792,39291.40733820051,2260274.5365166245
Bilal El Khannouss,,AM,Leicester City,20.143244277992828,42236.01039733458,2243003.6869291044
Bobby De Cordova-Reid,JAM,FW,Leicester City,33.10008728342993,44743.064815221514,2391321.013320238
Jacob Murphy,ENG,FW,Newcastle Utd,29.12812290637402,41609.086359277084,2171651.9827615614
Arijanet Muric,KVX,GK,Ipswich Town,26.63492780273067,43141.161701407036,2077288.8270796316
Dara O'Shea,IRL,DF,Ipswich Town,26.985045516063984,41328.212888078386,2312289.973381482
Christian Nørgaard,DEN,MF,Brentford,29.08557663234174,40992.51935892417,2003720.6265011884
Keane Lewis-Potter,ENG,"DF,FW",Brentford,23.61496750839396,41995.89139878455,2378508.49962088
Rico Henry,ENG,DF,Brentford,24.538195698815958,39894.52824730225,2296826.050304759
Marcus Bettinelli,ENG,GK,Chelsea,31.281718358329556,40725.46466154311,2430001.641867318
Bart Verbruggen,NED,GK,Brighton,22.4123039931169,43804.759150016354,2422955.9322076826
Tariq Lamptey,GHA,DF,Brighton,21.97719041217024,44335.29426899101,2263149.4778544717
Jake O'Brien,,CB,Everton,21.90920855597523,40498.339823274684,2208635.6132115494
Jarrad Branthwaite,ENG,DF,Everton,22.31559390116473,44227.370171661096,2244052.689757052
Andrew Omobamidele,IRL,DF,Nott'ham Forest,22.216153228039403,45825.50858231612,2424243.790073488
Harry Toffolo,ENG,DF,Nott'ham Forest,25.50692835557922,44730.79370375629,2266960.8750244663
Matz Sels,BEL,GK,Nott'ham Forest,30.654581361445395,43469.80987906577,2415181.7406464987
Morato,BRA,DF,Nott'ham Forest,21.793683390373307,43782.89047869942,2236292.9398721075
Nicolás Domínguez,ARG,"MF,FW",Nott'ham Forest,26.523219800572775,40317.043278258396,2096637.1718575011
Harry Wilson,WAL,"FW,MF",Fulham,29.120974375424808,42130.39316699026,2415958.7874629586
Chris Mepham,WAL,CB,Bournemouth,28.86269643011644,49810.6684739459,2164572.9405623204
Evan Ferguson,IRL,FW,West Ham,20.67993043940258,37952.004726619816,2267586.4343047063
Samuel Iling-Junior,ENG,LW,Aston Villa,20.10438715940141,42538.20969297592,2016878.4985507715
Fábio Silva,POR,,Wolves,22.876780044619903,42785.88354802491,2039801.4210575013
Michael Kayode,,RB,Brentford,21.833310740723377,43069.8515809344,2029491.0696490305
Charlie Taylor,ENG,DF,Southampton,31.526810535755537,36360.457066393756,2038331.1499108335
Flynn Downes,ENG,MF,Southampton,24.01890624701914,39350.43531454254,1912892.3655253751
Paul Onuachu,NGA,FW,Southampton,32.92828660464805,38873.11348766324,1979137.899589096
Chadi Riad,,CB,Crystal Palace,19.655715879741507,34543.5816824932,1832949.0985319836
Dean Huijsen,,CB,Bournemouth,18.81070779912468,39905.91437939041,1859501.8705714894
Milos Kerkez,HUN,DF,Bournemouth,18.75422105109318,39239.97549231459,2027452.7467930538
Crysencio Summerville,NED,"FW,MF",West Ham,20.37486741374581,35091.3131783878,2025375.6513225387
Jarell Quansah,,CB,Liverpool,18.90629098935434,36305.12034366211,1847939.9268152458
João Gomes,BRA,MF,Wolves,23.516034521772088,40212.734339004965,1885577.5172921054
Santiago Bueno,URU,DF,Wolves,27.333137063152147,37874.50156514318,1813365.5197535069
James Justin,ENG,DF,Leicester City,26.766687838277285,33199.77404364193,1989272.5374330354
Jordan Ayew,GHA,"FW,MF",Leicester City,31.385881459924143,33625.791402508716,1912953.0350499605
Ben Johnson,ENG,"DF,FW",Ipswich Town,25.544004993469535,34208.700769433795,1805090.1390873876
Sam Morsy,EGY,MF,Ipswich Town,29.59974122520352,32974.49111178334,1809574.6128961968
Scott Carson,ENG,GK,Manchester City,37.48313771843247,35795.00834496592,1893520.7445424222
Ethan Pinnock,JAM,DF,Brentford,30.439754759352585,35300.11986371733,1796494.0721797352
Josh Dasilva,ENG,CM,Brentford,23.357245457805533,36710.95320987194,1952081.4740698321
Mark Flekken,NED,GK,Brentford,32.774427740041524,35338.24902294107,1714835.5625378494
Mikkel Damsgaard,DEN,"MF,FW",Brentford,23.80763008642338,38219.00359425755,1717497.1145259547
Nathan Collins,IRL,DF,Brentford,23.698250906247914,40107.56724541686,1731551.7395241254
Vitaly Janelt,GER,MF,Brentford,28.324010532683896,38359.03704884897,1790211.800161207
Jan Paul van Hecke,NED,DF,Brighton,24.023787215458185,36166.37770474279,1784226.785124594
Asmir Begović,BIH,GK,Everton,35.14705005698571,36702.89300495871,2071206.3328288803
James Garner,ENG,"MF,DF",Everton,24.133423242031334,35105.343045832335,1868534.274681805
Youssef Chermiti,,CF,Everton,19.032250511330023,39667.506404725485,2045136.926925831
Danilo,BRA,"MF,FW",Nott'ham Forest,24.075331558333225,39322.57937124663,1867192.2986053056
Murillo,,CB,Nott'ham Forest,20.4245891575744,35629.020070462386,1903566.441597824
Ramón Sosa,PAR,"FW,MF",Nott'ham Forest,22.474003808211414,33931.146771519816,2033030.3705507691
Tom Cairney,SCO,MF,Fulham,33.62836060669463,34389.9513394163,1800579.5632647001
Amad Diallo,CIV,"MF,FW",Manchester Utd,21.64364553597494,33539.984031776825,1835069.9682279774
Nathan Patterson,SCO,DF,Everton,22.498670935492562,36820.91744552955,1808366.5804078067
George Hirst,SCO,FW,Ipswich Town,24.69201695623795,34990.23592286105,1603750.373043805
Kevin Danso,AUT,DF,Tottenham,25.72630043563529,33349.26013460544,1573626.9232768933
Đorđe Petrović,SRB,,Chelsea,26.863965434367497,31226.31048735679,1855593.2630224014
Diego Gómez,,CM,Brighton,21.646082230079593,36865.092046126956,1570886.8325262424
William Smallbone,IRL,MF,Southampton,21.931181589985748,31150.527176029475,1618505.0154133968
Wilson Odobert,,LW,Tottenham,21.79129963641997,30956.45924908334,1552232.712199467
Julian Araujo,MEX,DF,Bournemouth,23.63236789087622,29648.456691483407,1734761.0583181623
Luis Guilherme,,RW,West Ham,18.84648953006092,28206.23697086654,1680079.7547502604
Rodrigo Gomes,POR,"DF,FW",Wolves,22.9546916548328,30749.90084578364,1572478.5086702856
Toti Gomes,POR,DF,Wolves,22.697279763067986,33522.04973181235,1503318.587149431
Caleb Okoli,ITA,DF,Leicester City,24.13470056430621,29468.813749699282,1736197.5649510336
Facundo Buonanotte,,AM,Leicester City,20.060528197700688,27787.286737881346,1651821.618819473
Victor Kristiansen,,LB,Leicester City,20.506226430405526,29353.544494055786,1531397.8098419558
Chiedozie Ogbene,IRL,FW,Ipswich Town,28.852648697274525,30297.41830218127,1514304.4088121532
Jack Clarke,ENG,"FW,MF",Ipswich Town,21.56375786671574,28607.760714497334,1634937.6184750083
Jacob Greaves,ENG,DF,Ipswich Town,20.92996341699096,31233.06467043553,1722757.4385319443
Leif Davis,ENG,DF,Ipswich Town,24.082109986611556,27871.55123461282,1468222.265892436
Sammie Szmodics,IRL,"FW,MF",Ipswich Town,28.968131761883043,30588.50014179676,1724467.7355926998
Rico Lewis,,RB,Manchester City,20.00895784860093,32322.617778256237,1701002.7619585912
Gustavo Nunes,,LW,Brentford,20.50896571032771,33020.99263762747,1719502.664512145
Yoane Wissa,COD,FW,Brentford,25.193315566730423,29519.734218400627,1457691.1069059887
Renato Veiga,,LB,Chelsea,21.800797829612517,32923.68397486355,1670269.9586863713
Dwight McNeil,ENG,"MF,FW",Everton,21.826469599260957,32954.45531860535,1533196.5570156353
Anthony Elanga,SWE,"FW,MF",Nott'ham Forest,21.076538237239838,33482.33881701816,1507798.3913945185
Jota Silva,POR,"FW,MF",Nott'ham Forest,24.90250151316653,31908.00399230831,1516814.0172568227
Jorge Cuenca,ESP,DF,Fulham,23.638117957209555,29608.0281577186,1701889.0301238573
Jaidon Anthony,ENG,"FW,MF",Bournemouth,22.23370109394484,33136.06831400478,1630707.4011075697
Isaac Hayden,ENG,DM,Newcastle Utd,26.382373620937507,27269.462646631546,1496998.551568948
Antonín Kinský,,GK,Tottenham,19.176117704082692,28617.587454001285,1430150.2984510155
Nayef Aguerd,MAR,,West Ham,28.714572567069567,26959.94222112109,1309956.081607421
Abdukodir Khusanov,,CB,Manchester City,18.34500668824705,26910.92405815021,1522185.853326603
Bashir Humphreys,,CB,Chelsea,21.281706040507835,26646.16485827795,1286866.509727039
Carlos Alcaraz,ARG,"FW,MF",Everton,21.58976694263773,28271.741534778605,1339399.4876511768
Kobbie Mainoo,,CM,Manchester Utd,20.255338495030713,23635.26809226946,1195968.9579027223
Gavin Bazunu,IRL,GK,Southampton,21.34306145761986,25915.194809696193,1390996.3492689726
Kyle Walker-Peters,ENG,DF,Southampton,26.891532475352715,24597.747026405068,1171253.3149202855
Mateus Fernandes,,CM,Southampton,18.870966428170128,26689.6509783274,1330982.573605143
Ross Stewart,SCO,FW,Southampton,25.999547138938492,24993.80585117047,1360321.0404751017
Mark Travers,IRL,GK,Bournemouth,23.8373109684582,24800.59560440427,1238208.5466996245
Jean-Clair Todibo,FRA,DF,West Ham,26.110554038620528,23196.605051586743,1187263.505558565
Kosta Nedeljkovic,,RB,Aston Villa,19.722327561230962,22428.122510514408,1374354.2651172096
Carlos Forbs,,LW,Wolves,20.781954897620388,22073.216543513565,1351179.5344371123
Daniel Bentley,ENG,GK,Wolves,32.006836613336446,26709.136742081646,1353124.9181066263
Daniel Iversen,DEN,GK,Leicester City,27.651714407201602,23286.936766721275,1386726.4799410151
William Osula,,CF,Newcastle Utd,19.207921155616326,23809.033499899826,1369652.6049372887
Christian Walton,ENG,GK,Ipswich Town,25.86765585403157,24847.294465937815,1283722.7324475516
Liam Delap,,CF,Ipswich Town,21.065279433167447,26231.595729350647,1153553.7629792634
Mads Roerslev,DEN,DF,Brentford,22.677278498566853,25561.422390624117,1234282.9318176275
Sepp van den Berg,NED,DF,Brentford,21.262700693237086,25259.86042205527,1239276.647196232
Jason Steele,ENG,GK,Brighton,35.33692997945684,24553.063485260252,1300875.9922099037
Tim Iroegbunam,,CM,Everton,21.247106570232795,26730.108738779676,1266796.6051481508
Issa Kaboré,BFA,"DF,MF",Manchester City,23.758485488550047,27281.780038707573,1393552.6530096882
Jeremy Sarmiento,ECU,MF,Brighton,20.027877266789982,27831.74315977833,1256303.3677783154
Albert Grønbaek,,CM,Southampton,23.397877214833933,24149.635140785955,1284711.3423313831
Chido Obi-Martin,,CF,Manchester Utd,17.70480530419162,20428.36528286184,1068896.0584361264
Welington,BRA,"DF,MF",Southampton,24.521079879186885,18971.420706738827,1135559.4495147914
Romain Esse,,AM,Crystal Palace,19.01197072590766,18409.51065110487,1003286.1556916856
Hamed Junior Traorè,CIV,"FW,MF",Bournemouth,24.530306786628245,21293.980489794496,964162.8006889872
Julio Soler,,LB,Bournemouth,20.009529793195465,20427.55492430518,1074109.2864612925
Andrés García,,RB,Aston Villa,19.324346789430933,20889.598395926852,956655.5997967242
Enzo Barrenechea,,,Aston Villa,21.114119444689265,20547.618919985598,1002966.572604328
Ki-Jana Hoever,NED,,Wolves,24.12218138507785,20192.297709187522,982840.3730050152
Nasser Djiga,BFA,DF,Wolves,19.873041209703878,20469.070785683285,1099953.6729949056
Woyo Coulibaly,FRA,DF,Leicester City,26.389683482640073,19222.275761926434,1056935.653832935
Julio Enciso,PAR,"MF,FW",Ipswich Town,21.07461945586759,18773.131166185187,1144482.3804689797
Christian McFarlane,,LB,Manchester City,17.611964538885434,21465.55506096189,1075963.0530083373
Claudio Echeverri,,AM,Manchester City,19.339106612535698,20944.3048350021,1019487.0766216661
Aarón Anselmino,,CB,Chelsea,17.815236600646738,19150.445383460607,1150453.6967759365
Andrey Santos,,,Chelsea,18.146804851966372,20630.433214358873,1071527.039032432
Eiran Cashin,IRL,DF,Brighton,20.289485877686296,21684.23532497745,1121124.9528561719
Armel Bella Kotchap,GER,DF,Southampton,22.585594053263385,18319.13364059318,903428.2279083191
Juan Larios,,LB,Southampton,21.38050802324742,19098.1389818406,937495.4070416656
Nathan Wood,,CB,Southampton,21.73241971549168,19509.28696156228,990432.7257578232
Ronnie Edwards,ENG,DF,Southampton,20.34801554735824,18369.13689176095,995813.6534944117
Ryan Manning,IRL,"DF,MF",Southampton,27.562681374987335,18199.243139774382,971437.4243840479
Samuel Edozie,,LW,Southampton,23.715361940375555,19632.081811746357,859418.4040694511
Brandon Austin,ENG,GK,Tottenham,25.834621395709394,19844.542031774276,882337.5919378301
Lucas Bergvall,,AM,Tottenham,19.36125492416289,18188.307578442356,984025.8635561473
Enes Ünal,TUR,"FW,MF",Bournemouth,27.870967990742248,16900.53601561168,1044165.3812959723
Wes Foderingham,ENG,GK,West Ham,35.845344648155915,19659.094949386978,884267.1359265068
Curtis Jones,ENG,"MF,DF",Liverpool,22.05222710024097,16635.79834675281,868930.3524951744
Jørgen Strand Larsen,NOR,FW,Wolves,22.17138694903438,19734.49252031847,1042708.2886929804
Luke Cundle,ENG,MF,Wolves,21.313173762469674,17346.68442586946,920010.8673966484
Pedro Lima,,RB,Wolves,17.76310751907807,18943.504107839603,955541.539124156
Kasey McAteer,IRL,"FW,MF",Leicester City,22.13233759618231,16880.908423213383,877206.6739587846
Luke Thomas,ENG,DF,Leicester City,23.189891303285258,17583.922712068976,985402.3235368147
Conor Chaplin,ENG,"MF,FW",Ipswich Town,26.125101317922276,20140.494890080434,1046183.1617448515
Conor Townsend,ENG,DF,Ipswich Town,33.64249744626075,17529.837020271534,875777.8355138935
James McAtee,,CM,Manchester City,22.73377372900276,17352.11637985936,992819.163144963
Jayden Meghoma,,LB,Brentford,16.747649968981076,19743.938222154975,988647.1024499503
Yunus Emre Konak,,DM,Brentford,18.345940407808936,19853.63536289779,939339.2239206788
Carlos Miguel,BRA,GK,Nott'ham Forest,26.248503522982848,18093.22680346967,878909.895907173
Ashley Phillips,,CB,Tottenham,19.620950332186897,18270.218552238148,987706.2959863044
Ben Doak,,RW,Liverpool,20.504250883529398,18496.359543422263,1066997.7119527329
Lewis O'Brien,ENG,CM,Nott'ham Forest,27.057056015975558,17743.416805815137,947348.4887938008
Enso González,,LW,Wolves,20.660265291597376,15295.154998717182,828280.919156533
Carlos Baleba,,DM,Brighton,19.113827493398162,13919.983537559672,775165.1075490322
Simon Adingra,CIV,"FW,MF",Brighton,21.731212670141048,16036.552385782417,766302.6044214547
Luke Harris,,AM,Fulham,20.00959633738299,15411.03225786212,858803.8739852012
Alex Palmer,ENG,GK,Ipswich Town,27.01610264487495,16909.59712769703,774381.3726894908
Naouirou Ahamada,FRA,MF,Crystal Palace,22.879456449634866,13092.131367278696,754627.2051064873
Michael Olakigbe,,RW,Brentford,19.604117729204358,14290.014651112831,695954.8733848981
Valentín Barco,ARG,MF,Brighton,21.100231732501694,13611.674615761578,674931.9692329166
Wayne Hennessey,WAL,GK,Nott'ham Forest,40.089059894609754,14214.7529028489,639810.51795577
James Bree,ENG,DF,Southampton,26.123974189585287,11368.452891190936,619003.5839042439
Joe Lumley,ENG,GK,Southampton,31.349863611947757,12833.78288892067,653826.4220675577
Caoimhín Kelleher,IRL,GK,Liverpool,23.698327115002865,12570.610352265687,657308.5370349978
Conor Bradley,NIR,DF,Liverpool,20.452994523459996,12899.571686364174,677456.4083505345
Joe Gauci,,GK,Aston Villa,22.0771524760954,12436.794217253197,608996.687184883
Kortney Hause,ENG,CB,Aston Villa,29.29021939502884,11033.947651342816,605308.1893237069
Rayan Aït-Nouri,ALG,DF,Wolves,21.004767742290046,12019.690904601453,696849.9584351928
Tom King,WAL,GK,Wolves,26.13206603607838,12783.119438409789,664755.1285626381
Tommy Doyle,ENG,MF,Wolves,22.46463889332726,12084.288829701634,683952.2309575932
Issahaku Fatawu,,RW,Leicester City,19.327420950849096,13382.0166181159,639581.2642046094
Jakub Stolarczyk,,GK,Leicester City,24.28620811400623,12548.006134546378,696860.6424786426
Mads Hermansen,,GK,Leicester City,23.416073790744097,12795.641834727152,591103.4541644076
Stephy Mavididi,ENG,FW,Leicester City,24.744407544602293,11002.176961666823,606024.5915870462
Mark Gillespie,ENG,GK,Newcastle Utd,33.834532894935215,11794.598752934826,584837.813026379
Ali Al Hamadi,IRQ,FW,Ipswich Town,23.841287503744628,11968.18138521608,614581.0217419284
Harry Clarke,,RB,Ipswich Town,21.63290394841867,11054.024541403265,614751.6607093744
Jack Taylor,IRL,MF,Ipswich Town,26.431111086532738,12899.040735623756,594957.7761016986
Massimo Luongo,AUS,MF,Ipswich Town,31.008979188146284,11499.897641224916,657015.6529799228
Wes Burns,WAL,"FW,DF",Ipswich Town,28.947268210192174,12013.981561583396,656032.4728028504
Hákon Rafn Valdimarsson,,GK,Brentford,22.004123877183005,11267.225132509351,619057.1674603223
Kevin Schade,GER,FW,Brentford,22.7191422520389,11848.085225021723,655679.8418528815
Jack Hinshelwood,,RB,Brighton,19.517006727709123,11371.484884303314,583769.6972186471
Jakub Moder,POL,MF,Brighton,22.696378736572903,12608.605971678197,583108.9230741623
Steven Benda,GER,GK,Fulham,24.5242340963257,12866.598169251787,670551.8660662345
Joe Whitworth,,GK,Crystal Palace,21.464727412617272,12655.7632658797,718656.4473971169
Callum Marshall,,CF,West Ham,18.10309042606776,13376.768338291846,740788.3650587583
Rhys Williams,ENG,CB,Liverpool,21.75128518697722,13003.683318662745,733289.6670645373
Kaine Kesler,,RB,Aston Villa,22.25469272251016,12865.67423938297,726162.2488418041
Lino Sousa,,LB,Aston Villa,18.0892013582076,13567.852669473361,724405.0253771814
Hugo Bueno,,LB,Wolves,21.761614829701045,12173.532426846028,744949.4820741474
Harrison Ashby,,RB,Newcastle Utd,21.369022858484087,12844.936806868916,745046.1651374059
Tom McGill,,GK,Brighton,23.35006123010835,13213.513194514502,703435.732556682
Jonathan Panzo,ENG,CB,Nott'ham Forest,22.783541529341033,13594.71923355997,631462.4750453412
Ethan Wheatley,,CF,Manchester Utd,17.186957141236928,13290.082178370763,632638.7220235582
Joachim Kayi Sanda,,CB,Southampton,18.947417357750776,9757.674883314336,578324.8496831406
Tyler Morton,,DM,Liverpool,21.84175327204339,11206.659663153901,540486.6601243457
Lamare Bogarde,,CB,Aston Villa,22.31523604126691,9086.880515434654,526925.5398266433
Bastien Meupiyou,,CB,Wolves,19.512640502326814,10384.510166133794,549752.0974446608
Yerson Mosquera,COL,DF,Wolves,22.46001249256284,8958.674886620649,481049.40363899246
Michael Golding,,CM,Leicester City,19.04700763421264,10582.92417459916,519221.2503981466
John Ruddy,ENG,GK,Newcastle Utd,39.23698475317963,8925.089986238978,512820.5387989195
Cameron Burgess,AUS,DF,Ipswich Town,26.87086660809615,8823.956403449605,546917.5921854686
Yasin Ayari,,CM,Brighton,20.899220670471063,8920.376327260605,543630.2749583576
Eric da Silva Moreira,,RW,Nott'ham Forest,18.131417286347318,10637.67595956381,519395.53521357145
Joe Rothwell,ENG,CM,Bournemouth,27.05339537325112,11302.188235170945,515790.4213965508
Kuryu Matsuki,,AM,Southampton,20.572753278965866,9423.462557651188,545456.7355748835
Dane Scarlett,,CF,Tottenham,21.290137201262297,9262.227986800728,574303.746958084
Tayo Adaramola,,LB,Crystal Palace,22.273118941334467,9697.233334401513,562784.7999852598
Tommi O'Reilly,,AM,Aston Villa,19.21149109963357,10715.983699714852,550855.2130626348
Luke Mbete,,CB,Manchester City,20.903480368353446,9353.80117041637,552254.3324082647
Tyrique George,,LW,Chelsea,19.89940282288453,10834.475322897479,480926.72909669153
Taylor Harwood-Bellis,ENG,DF,Southampton,21.887305083517088,8814.740270052122,488687.08132352657
Alfie Whiteman,ENG,GK,Tottenham,23.1060835172123,9217.574729854758,464263.34572615626
Remi Matthews,ENG,GK,Crystal Palace,28.87579508320484,8765.892219490544,505283.1230662575
